timestamp_s,errorx,errory,aileron,elevator,roll_deg,pitch_deg,roll_rate_dps,pitch_rate_dps,pid_roll_desired,pid_roll_P,pid_roll_I,pid_roll_D,pid_pitch_desired,pid_pitch_P,pid_pitch_I,pid_pitch_D,alt_rel_m,groundspeed_ms,throttle_pct,nav_pitch_deg,target_locked,dist_m
77445.460,+0.2550,+0.0564,0.1957,0.2500,0.262,-1.113,3.942,4.774,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.41,30.84,45,-2.700,1,705.0
77445.534,+0.2550,+0.0308,0.1957,0.2500,0.494,-0.883,3.899,3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.41,30.84,44,-2.700,1,705.0
77445.599,+0.2721,-0.0261,0.1957,0.2500,0.494,-0.883,3.899,3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.41,30.84,44,-2.700,1,705.0
77445.650,+0.2575,-0.1191,0.1129,0.3471,0.494,-0.883,3.899,3.600,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.41,30.84,44,-10.130,1,705.0
77445.691,+0.2315,-0.0547,0.1129,0.3471,0.386,-0.851,-0.474,2.218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.83,45,-10.130,1,695.0
77445.735,+0.2790,-0.0554,0.1129,0.3471,0.386,-0.851,-0.474,2.218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.83,45,-10.130,1,695.0
77445.780,+0.2575,-0.0899,0.1129,0.3471,0.386,-0.851,-0.474,2.218,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.83,45,-10.130,1,695.0
77445.824,+0.2336,-0.0652,0.1129,0.3471,0.217,-1.006,-0.437,-0.962,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.82,39,-10.130,1,695.0
77445.887,+0.2550,-0.0134,0.1129,0.3471,-0.116,-1.507,-3.053,-0.871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.82,44,-10.130,1,695.0
77446.056,+0.2550,-0.0116,0.1129,0.3471,-0.116,-1.507,-3.053,-0.871,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,59.23,30.82,44,-10.130,1,695.0
77446.113,+0.2550,+0.1530,0.2814,0.2614,-0.268,-2.883,-3.012,-11.953,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.98,30.82,39,11.060,1,683.6
77446.165,+0.2550,+0.2986,0.2814,0.2614,-0.097,-3.228,4.360,-8.230,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.98,30.82,35,11.060,1,683.6
77446.213,+0.2327,+0.3306,0.2814,0.2614,0.343,-5.028,2.756,-8.236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.86,45,11.060,1,675.8
77446.261,+0.2749,+0.3052,0.2814,0.2614,0.343,-5.028,2.756,-8.236,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.86,45,11.060,1,675.8
77446.304,+0.2749,+0.3052,0.2814,0.2614,0.393,-5.205,2.504,-8.221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.86,45,11.060,0,675.8
77446.354,+0.2749,+0.3052,0.2814,0.2614,0.393,-5.205,2.504,-8.221,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.86,45,11.060,0,675.8
77446.405,+0.2459,+0.2870,0.2814,0.2614,1.382,-5.979,-1.751,-7.949,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.90,45,11.060,1,675.8
77446.455,+0.2525,+0.5216,0.2986,0.1557,2.573,-6.645,13.216,-6.793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.93,44,1.810,1,675.8
77446.502,+0.2525,+0.5216,0.2986,0.1557,2.573,-6.645,13.216,-6.793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.93,44,1.810,0,675.8
77446.546,+0.2525,+0.5216,0.2986,0.1557,2.573,-6.645,13.216,-6.793,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,58.52,30.93,44,1.810,0,675.8
77446.590,+0.2430,+0.4823,0.2986,0.1557,3.919,-5.276,12.470,7.355,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.03,25,1.810,1,666.0
77446.639,+0.2500,+0.2959,0.2986,0.1557,4.278,-4.663,25.273,9.736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.12,45,1.810,1,666.0
77446.685,+0.2731,+0.3317,0.2986,0.1557,4.278,-4.663,25.273,9.736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.12,45,1.810,1,666.0
77446.736,+0.2731,+0.3317,0.2986,0.1557,4.278,-4.663,25.273,9.736,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.12,45,1.810,0,666.0
77446.787,+0.2731,+0.3317,0.2986,0.1557,3.837,-4.240,-6.308,7.190,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.16,45,1.810,0,666.0
77446.836,+0.2173,-0.0166,0.2986,0.1557,2.473,-3.393,-11.469,7.363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,57.56,31.23,32,1.810,1,666.0
77446.882,+0.2173,-0.0166,0.2986,0.1557,2.473,-3.393,-11.469,7.363,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.23,32,1.810,0,655.5
77446.928,+0.2173,-0.0166,0.0600,0.3286,4.475,-2.927,-11.096,7.544,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.29,45,-24.920,0,655.5
77446.973,+0.2237,-0.0074,0.0600,0.3286,4.601,-2.859,0.466,4.744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.30,45,-24.920,1,655.5
77447.018,+0.2137,+0.1400,0.0600,0.3286,4.601,-2.859,0.466,4.744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.30,45,-24.920,1,655.5
77447.060,+0.2137,+0.1400,0.0600,0.3286,4.601,-2.859,0.466,4.744,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.30,45,-24.920,0,655.5
77447.107,+0.1953,-0.1424,0.0600,0.3286,3.837,-3.013,-11.818,-6.045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.32,22,-24.920,1,655.5
77447.150,+0.2763,+0.1192,0.0600,0.3286,3.837,-3.013,-11.818,-6.045,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.63,31.32,22,-24.920,1,655.5
77447.192,+0.2073,+0.0900,0.0600,0.3286,2.722,-4.445,-10.853,-9.846,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.32,22,-24.920,1,644.6
77447.241,+0.2300,+0.0608,0.0600,0.3286,2.394,-5.314,0.077,-8.867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.32,45,-24.920,1,644.6
77447.290,+0.1647,+0.4347,0.0600,0.3286,2.394,-5.314,0.077,-8.867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.32,45,-24.920,1,644.6
77447.339,+0.2006,+0.3020,0.0600,0.3286,2.394,-5.314,0.077,-8.867,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.32,45,-24.920,1,644.6
77447.387,+0.1529,+0.4449,0.2414,0.0986,2.322,-3.915,-0.356,-1.249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.37,22,15.230,1,644.6
77447.439,+0.2125,+0.2632,0.2414,0.0986,2.322,-3.915,-0.356,-1.249,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,56.03,31.37,22,15.230,1,644.6
77447.490,+0.1915,+0.3302,0.2414,0.0986,-0.464,-3.270,-0.373,8.819,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.08,31.44,22,15.230,1,632.1
77447.543,+0.1915,+0.3302,0.2414,0.0986,-0.988,-3.208,-18.621,4.301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.08,31.44,45,15.230,0,632.1
77447.596,+0.1871,-0.1596,0.2414,0.0986,-0.988,-3.208,-18.621,4.301,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.08,31.44,45,15.230,1,632.1
77447.638,+0.2050,+0.0597,0.2414,0.0986,1.263,-2.725,-23.270,3.120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.08,31.47,45,15.230,1,632.1
77447.684,+0.2050,-0.0679,0.2414,0.0986,1.263,-2.725,-23.270,3.120,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,55.08,31.47,45,15.230,1,632.1
77447.728,+0.1574,-0.0904,0.2414,0.0986,5.233,-2.432,44.443,4.128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.47,22,15.230,1,624.2
77447.775,+0.1774,+0.0498,0.2414,0.0986,5.233,-2.432,44.443,4.128,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.47,22,-24.800,1,624.2
77447.819,+0.2458,-0.0842,-0.0600,0.3000,7.770,-2.294,27.394,1.877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.48,45,-24.800,1,624.2
77447.864,+0.2742,+0.0600,-0.0600,0.3000,7.770,-2.294,27.394,1.877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.48,45,-24.800,1,624.2
77447.907,+0.2585,+0.0600,-0.0600,0.3000,7.770,-2.294,27.394,1.877,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.48,45,-24.800,1,624.2
77447.948,+0.2664,+0.1285,-0.0600,0.3000,4.721,-2.848,1.134,-3.010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.46,45,-24.800,1,624.2
77447.991,+0.1955,+0.0012,-0.0600,0.3000,4.721,-2.848,1.134,-3.010,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.46,45,-24.800,1,624.2
77448.033,+0.1919,+0.0941,-0.0600,0.3000,3.641,-2.925,-12.322,-2.883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.46,45,-24.800,1,624.2
77448.075,+0.1653,+0.1627,-0.0600,0.3000,3.641,-2.925,-12.322,-2.883,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,0.0000,54.66,31.46,45,-24.800,1,624.2
